store_id,store_name,region,sku,upc,department,subcategory,cost,retail,on_hand_start,received_units,sold_units,adjustments,on_hand_end,shrink_units,shrink_cost,shrink_type,shrink_reason_detail,date,week_number,shrink_rate,zero_sale_shrink,shrink_greater_than_sales,negative_sales_or_shrink
S002,Fortinos - West,Ontario,SKU0300,467819135883,Seafood,Fresh Fish,1.8,3.46,35.00,25.00,8.00,0.00,48.00,4.00,7.2,Vendor Shortage,Vendor mis-ship,11/17/2025,12,50.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0258,429356588487,Bakery,Pastries,18.71,45.49,23.00,19.00,4.00,0.00,34.00,4.00,74.84,Spoilage,Damaged,10/27/2025,9,100.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0309,481353582536,Seafood,Smoked Seafood,8.13,16.72,107.00,24.00,36.00,0.00,90.00,5.00,40.65,Theft,Organized retail crime,9/22/2025,4,13.89%,0,0,0
S003,Real Canadian - North,Ontario,SKU0152,432092939595,Dairy,Yogurt,23.11,32.08,26.00,20.00,17.00,0.00,29.00,0.00,0,None,None,9/15/2025,3,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0146,472434239416,Meat,Prepared Meat,41.33,49.66,24.00,20.00,26.00,0.00,16.00,2.00,82.66,Spoilage,Past sell-by,11/3/2025,10,7.69%,0,0,0
S003,Real Canadian - North,Ontario,SKU0199,435108120110,Grocery,Canned,3.09,6.69,33.00,16.00,8.00,0.00,41.00,0.00,0,None,None,10/13/2025,7,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0204,412452255945,Health & Beauty,Toiletries,16.44,22.9,85.00,18.00,53.00,0.00,50.00,0.00,0,None,None,9/29/2025,5,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0220,484042174382,Dairy,Yogurt,4.71,5.97,25.00,15.00,9.00,0.00,30.00,1.00,4.71,Spoilage,Temperature breach,10/27/2025,9,11.11%,0,0,0
S003,Real Canadian - North,Ontario,SKU0291,481387341532,Grocery,Beverages,2.1,2.94,87.00,17.00,33.00,1.00,71.00,1.00,2.1,Theft,Employee theft,10/27/2025,9,3.03%,0,0,0
S003,Real Canadian - North,Ontario,SKU0321,478233449574,Health & Beauty,Cosmetics,17.97,22.74,76.00,23.00,14.00,-1.00,84.00,0.00,0,None,None,11/3/2025,10,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0281,489617921191,Grocery,Canned,16.93,23.06,34.00,27.00,9.00,0.00,52.00,0.00,0,None,None,9/15/2025,3,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0303,417496626086,Frozen,Frozen Vegetables,48.63,98.96,50.00,22.00,26.00,0.00,46.00,0.00,0,None,None,11/17/2025,12,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0303,417496626086,Frozen,Frozen Vegetables,48.63,98.96,79.00,18.00,22.00,0.00,75.00,0.00,0,None,None,10/20/2025,8,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0361,433040189511,Dairy,Yogurt,3.58,4.85,117.00,20.00,20.00,0.00,116.00,1.00,3.58,Spoilage,Past sell-by,11/10/2025,11,5.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0281,489617921191,Grocery,Canned,16.93,23.06,18.00,15.00,3.00,1.00,31.00,0.00,0,None,None,9/15/2025,3,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0284,412030839426,General Merchandise,Seasonal,36.49,47.53,14.00,18.00,9.00,0.00,23.00,0.00,0,None,None,9/1/2025,1,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0298,442482946103,General Merchandise,Seasonal,42.64,90.63,78.00,24.00,31.00,0.00,71.00,0.00,0,None,None,11/10/2025,11,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0312,465721993789,Health & Beauty,Baby Formula,12.62,28.39,72.00,17.00,14.00,0.00,75.00,0.00,0,None,None,10/6/2025,6,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0149,498272487905,Dairy,Butter,24.49,30.31,22.00,21.00,2.00,0.00,41.00,0.00,0,None,None,9/8/2025,2,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0046,410771041378,General Merchandise,Batteries,42.64,54.97,64.00,21.00,29.00,0.00,56.00,0.00,0,None,None,10/13/2025,7,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0350,444183381016,Health & Beauty,Cosmetics,14.63,18.68,86.00,17.00,36.00,0.00,67.00,0.00,0,None,None,9/29/2025,5,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0258,429356588487,Bakery,Pastries,18.71,45.49,41.00,18.00,17.00,0.00,35.00,7.00,130.97,Spoilage,Past sell-by,10/6/2025,6,41.18%,0,0,0
S002,Fortinos - West,Ontario,SKU0127,410701970001,Meat,Prepared Meat,29.06,60.8,112.00,16.00,29.00,0.00,97.00,2.00,58.12,Spoilage,Expired,9/29/2025,5,6.90%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0179,418042276277,Frozen,Frozen Meals,39.43,92.24,50.00,12.00,28.00,0.00,34.00,0.00,0,None,None,11/10/2025,11,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0145,460287155135,Frozen,Frozen Vegetables,4.86,7.43,70.00,18.00,10.00,0.00,77.00,1.00,4.86,Theft,Organized retail crime,11/10/2025,11,10.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0051,483572699943,Meat,Beef,49.92,124.55,5.00,15.00,1.00,0.00,18.00,1.00,49.92,Theft,Organized retail crime,10/27/2025,9,100.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0030,488784219449,Bakery,Cakes,18.98,44.97,5.00,29.00,2.00,0.00,29.00,3.00,56.94,Process Error,Scan error,9/22/2025,4,150.00%,0,1,0
S001,Loblaws - Midtown,Ontario,SKU0239,404456489206,Health & Beauty,Razors,18.75,29.5,59.00,29.00,10.00,0.00,78.00,0.00,0,None,None,9/8/2025,2,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0378,492182899810,Produce,Leafy Greens,36.1,63.22,43.00,18.00,14.00,0.00,44.00,3.00,108.3,Spoilage,Temperature breach,11/10/2025,11,21.43%,0,0,0
S003,Real Canadian - North,Ontario,SKU0002,458370720873,Meat,Beef,2.07,2.74,46.00,27.00,12.00,0.00,59.00,2.00,4.14,Process Error,Counting error,9/8/2025,2,16.67%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0376,450939543000,Seafood,Smoked Seafood,6.37,15.87,89.00,18.00,21.00,0.00,83.00,3.00,19.11,Spoilage,Expired,9/1/2025,1,14.29%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0359,445000322710,Seafood,Fresh Fish,46.82,56.6,70.00,12.00,34.00,0.00,44.00,4.00,187.28,Process Error,Scan error,11/3/2025,10,11.76%,0,0,0
S002,Fortinos - West,Ontario,SKU0319,424752417836,Grocery,Snacks,25.16,47.03,32.00,13.00,18.00,0.00,27.00,0.00,0,None,None,10/27/2025,9,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0114,444059288123,Health & Beauty,Cosmetics,14.34,28.32,46.00,22.00,6.00,0.00,62.00,0.00,0,None,None,10/20/2025,8,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0237,460777899235,Grocery,Cereal,3.88,6.89,45.00,14.00,8.00,0.00,51.00,0.00,0,None,None,9/29/2025,5,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0102,434143322405,Produce,Bananas,10.37,12.72,63.00,19.00,13.00,0.00,62.00,7.00,72.59,Process Error,Mislabeling,9/15/2025,3,53.85%,0,0,0
S003,Real Canadian - North,Ontario,SKU0080,439018899720,Seafood,Smoked Seafood,26.01,52.61,61.00,15.00,3.00,0.00,70.00,3.00,78.03,Process Error,Mislabeling,9/22/2025,4,100.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0116,467390653983,General Merchandise,Batteries,32.47,59.68,36.00,14.00,20.00,0.00,30.00,0.00,0,None,None,10/6/2025,6,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0278,438813549843,Meat,Prepared Meat,10.48,23.35,59.00,28.00,22.00,2.00,64.00,3.00,31.44,Spoilage,Past sell-by,9/1/2025,1,13.64%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0197,421421266678,Dairy,Cheese,27.24,60.96,77.00,20.00,13.00,1.00,84.00,1.00,27.24,Vendor Shortage,Vendor mis-ship,10/20/2025,8,7.69%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0341,428797330249,Dairy,Yogurt,34.67,63.64,68.00,22.00,37.00,0.00,52.00,1.00,34.67,Vendor Shortage,Vendor mis-ship,9/1/2025,1,2.70%,0,0,0
S003,Real Canadian - North,Ontario,SKU0051,483572699943,Meat,Beef,49.92,124.55,5.00,17.00,1.00,0.00,21.00,0.00,0,None,None,10/20/2025,8,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0243,488066367387,Grocery,Canned,9.04,13.76,93.00,20.00,35.00,0.00,77.00,1.00,9.04,Vendor Shortage,Vendor mis-ship,10/6/2025,6,2.86%,0,0,0
S003,Real Canadian - North,Ontario,SKU0386,458749784440,Seafood,Smoked Seafood,28.01,35.32,103.00,21.00,15.00,0.00,102.00,7.00,196.07,Spoilage,Temperature breach,11/3/2025,10,46.67%,0,0,0
S003,Real Canadian - North,Ontario,SKU0226,452094455932,Frozen,Frozen Meals,26.86,40.27,86.00,15.00,28.00,0.00,73.00,0.00,0,Theft,Customer theft,11/3/2025,10,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0129,483391832431,Bakery,Bread,30.01,60.14,79.00,21.00,27.00,0.00,64.00,9.00,270.09,Spoilage,Damaged,11/17/2025,12,33.33%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0356,487870368553,Seafood,Smoked Seafood,13.23,19.08,41.00,23.00,22.00,2.00,42.00,2.00,26.46,Theft,Organized retail crime,11/10/2025,11,9.09%,0,0,0
S003,Real Canadian - North,Ontario,SKU0148,407559101808,Health & Beauty,Razors,10.58,20.25,58.00,11.00,30.00,0.00,39.00,0.00,0,None,None,10/6/2025,6,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0176,486839963238,Bakery,Cakes,9.91,15.12,36.00,23.00,11.00,0.00,43.00,5.00,49.55,Spoilage,Past sell-by,9/15/2025,3,45.45%,0,0,0
S003,Real Canadian - North,Ontario,SKU0029,429911710912,General Merchandise,Cleaning,46.48,101.41,51.00,21.00,10.00,0.00,62.00,0.00,0,None,None,9/8/2025,2,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0269,431302157929,General Merchandise,Cleaning,15.41,19.45,69.00,15.00,25.00,0.00,59.00,0.00,0,None,None,9/15/2025,3,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0226,452094455932,Frozen,Frozen Meals,26.86,40.27,32.00,23.00,16.00,0.00,39.00,0.00,0,None,None,10/20/2025,8,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0363,442694704901,Dairy,Milk,18.69,27.79,27.00,23.00,13.00,1.00,38.00,0.00,0,None,None,11/3/2025,10,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0050,488784233468,Frozen,Frozen Meals,15.35,24.73,5.00,14.00,2.00,0.00,17.00,0.00,0,None,None,9/15/2025,3,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0246,414300912921,Grocery,Canned,28.12,47.88,5.00,22.00,0.00,0.00,27.00,0.00,0,None,None,10/6/2025,6,Zero Sales,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0302,498782508534,Dairy,Butter,36.08,67.95,47.00,23.00,22.00,0.00,47.00,1.00,36.08,Spoilage,Expired,10/27/2025,9,4.55%,0,0,0
S003,Real Canadian - North,Ontario,SKU0197,421421266678,Dairy,Cheese,27.24,60.96,36.00,19.00,15.00,0.00,39.00,1.00,27.24,Spoilage,Past sell-by,11/3/2025,10,6.67%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0341,428797330249,Dairy,Yogurt,34.67,63.64,45.00,21.00,21.00,0.00,44.00,1.00,34.67,Spoilage,Expired,10/6/2025,6,4.76%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0351,408317931678,Meat,Pork,45.7,65.24,50.00,21.00,18.00,0.00,51.00,2.00,91.4,Spoilage,Temperature breach,10/20/2025,8,11.11%,0,0,0
S002,Fortinos - West,Ontario,SKU0258,429356588487,Bakery,Pastries,18.71,45.49,32.00,24.00,11.00,0.00,38.00,7.00,130.97,Process Error,Scan error,10/13/2025,7,63.64%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0296,413744661316,Dairy,Butter,7.22,9.36,25.00,18.00,10.00,1.00,34.00,0.00,0,None,None,9/22/2025,4,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0109,459483474381,Grocery,Canned,41.21,55.11,81.00,21.00,11.00,1.00,91.00,1.00,41.21,Process Error,Receiving error,10/13/2025,7,9.09%,0,0,0
S002,Fortinos - West,Ontario,SKU0051,483572699943,Meat,Beef,49.92,124.55,63.00,22.00,22.00,-2.00,60.00,1.00,49.92,Process Error,Scan error,9/29/2025,5,4.55%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0289,404092199300,General Merchandise,Batteries,7.57,15.06,5.00,16.00,1.00,0.00,20.00,0.00,0,None,None,11/10/2025,11,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0293,444659216180,General Merchandise,Seasonal,32.65,49.77,42.00,28.00,22.00,0.00,48.00,0.00,0,None,None,11/3/2025,10,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0366,496757766788,Meat,Prepared Meat,18.41,44.04,57.00,20.00,16.00,0.00,59.00,2.00,36.82,Spoilage,Damaged,11/3/2025,10,12.50%,0,0,0
S002,Fortinos - West,Ontario,SKU0226,452094455932,Frozen,Frozen Meals,26.86,40.27,75.00,20.00,12.00,0.00,82.00,1.00,26.86,Process Error,Mislabeling,10/13/2025,7,8.33%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0122,417096163003,General Merchandise,Seasonal,41.72,66.13,111.00,20.00,31.00,0.00,100.00,0.00,0,None,None,11/10/2025,11,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0222,462736913741,Frozen,Ice Cream,21,31.09,26.00,19.00,10.00,0.00,35.00,0.00,0,None,None,9/1/2025,1,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0380,493670995528,Meat,Beef,21.25,46.66,36.00,15.00,12.00,0.00,37.00,2.00,42.5,Spoilage,Past sell-by,10/27/2025,9,16.67%,0,0,0
S003,Real Canadian - North,Ontario,SKU0184,489431601323,Dairy,Butter,47.04,63.07,36.00,22.00,9.00,0.00,48.00,1.00,47.04,Spoilage,Temperature breach,9/8/2025,2,11.11%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0264,403996346509,Health & Beauty,Baby Formula,21.04,36.09,31.00,19.00,10.00,0.00,40.00,0.00,0,None,None,9/29/2025,5,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0087,471586701249,Seafood,Shellfish,49.4,97.52,38.00,21.00,11.00,0.00,44.00,4.00,197.6,Process Error,Counting error,9/8/2025,2,36.36%,0,0,0
S002,Fortinos - West,Ontario,SKU0302,498782508534,Dairy,Butter,36.08,67.95,5.00,25.00,3.00,0.00,27.00,0.00,0,None,None,10/6/2025,6,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0277,467411183547,Seafood,Smoked Seafood,31.77,71.64,5.00,22.00,0.00,0.00,23.00,4.00,127.08,Process Error,Receiving error,11/10/2025,11,Zero Sales,1,1,0
S002,Fortinos - West,Ontario,SKU0206,440933429926,Frozen,Frozen Vegetables,22.96,45.62,57.00,18.00,11.00,2.00,66.00,0.00,0,None,None,11/3/2025,10,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0122,417096163003,General Merchandise,Seasonal,41.72,66.13,32.00,23.00,17.00,0.00,38.00,0.00,0,None,None,11/17/2025,12,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0284,412030839426,General Merchandise,Seasonal,36.49,47.53,45.00,24.00,24.00,0.00,45.00,0.00,0,None,None,9/8/2025,2,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0309,481353582536,Seafood,Smoked Seafood,8.13,16.72,41.00,14.00,21.00,0.00,33.00,1.00,8.13,Theft,Customer theft,9/15/2025,3,4.76%,0,0,0
S002,Fortinos - West,Ontario,SKU0016,418317520862,Health & Beauty,Cosmetics,12.71,24.53,68.00,17.00,17.00,-1.00,67.00,0.00,0,None,None,10/6/2025,6,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0307,434698439081,Bakery,Cakes,10.22,24.97,54.00,28.00,16.00,0.00,55.00,11.00,112.42,Vendor Shortage,Short delivery,10/20/2025,8,68.75%,0,0,0
S002,Fortinos - West,Ontario,SKU0068,490295951195,Bakery,Pastries,10.06,16.37,25.00,20.00,7.00,0.00,35.00,3.00,30.18,Theft,Customer theft,9/29/2025,5,42.86%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0244,470970334045,Health & Beauty,Razors,30.69,51.35,32.00,23.00,2.00,0.00,53.00,0.00,0,None,None,9/1/2025,1,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0170,442525370668,Produce,Tomatoes,34.04,47.84,45.00,31.00,20.00,0.00,51.00,5.00,170.2,Process Error,Receiving error,9/8/2025,2,25.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0109,459483474381,Grocery,Canned,41.21,55.11,28.00,22.00,10.00,1.00,41.00,0.00,0,None,None,11/10/2025,11,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0073,458878784464,Dairy,Milk,0.58,1.39,88.00,20.00,32.00,0.00,74.00,2.00,1.16,Spoilage,Past sell-by,9/22/2025,4,6.25%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0265,447595132940,Grocery,Snacks,11.61,18.74,83.00,21.00,23.00,0.00,81.00,0.00,0,None,None,9/15/2025,3,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0085,422414752007,Meat,Prepared Meat,40.3,84.82,40.00,17.00,19.00,0.00,36.00,2.00,80.6,Process Error,Receiving error,9/22/2025,4,10.53%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0099,444577911667,Produce,Leafy Greens,10.98,17.84,47.00,15.00,8.00,0.00,51.00,3.00,32.94,Spoilage,Temperature breach,10/13/2025,7,37.50%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0233,470998407102,General Merchandise,Kitchenware,10.1,22.31,34.00,22.00,16.00,0.00,40.00,0.00,0,None,None,10/6/2025,6,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0368,443656354657,General Merchandise,Batteries,42.8,75.94,46.00,17.00,24.00,0.00,39.00,0.00,0,None,None,11/3/2025,10,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0121,499713612762,Seafood,Fresh Fish,24.47,52.41,84.00,16.00,53.00,1.00,46.00,2.00,48.94,Theft,Organized retail crime,9/29/2025,5,3.77%,0,0,0
S003,Real Canadian - North,Ontario,SKU0149,498272487905,Dairy,Butter,24.49,30.31,5.00,23.00,1.00,0.00,26.00,1.00,24.49,Spoilage,Damaged,10/27/2025,9,100.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0210,410626899666,Grocery,Snacks,5.02,6.58,37.00,17.00,21.00,0.00,33.00,0.00,0,None,None,10/13/2025,7,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0203,492025144470,Health & Beauty,Razors,5.84,12.42,122.00,21.00,61.00,0.00,82.00,0.00,0,None,None,11/17/2025,12,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0181,460624192275,Health & Beauty,Baby Formula,48.16,66.6,56.00,19.00,14.00,0.00,61.00,0.00,0,None,None,11/3/2025,10,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0137,404601670222,Dairy,Cheese,8.71,13.94,5.00,21.00,3.00,0.00,22.00,1.00,8.71,Theft,Customer theft,11/3/2025,10,33.33%,0,0,0
S003,Real Canadian - North,Ontario,SKU0112,434731952676,Grocery,Snacks,44.14,66.96,81.00,10.00,19.00,0.00,71.00,1.00,44.14,Spoilage,Past sell-by,9/8/2025,2,5.26%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0083,480014233052,Meat,Prepared Meat,10.12,21.31,36.00,22.00,6.00,0.00,50.00,2.00,20.24,Spoilage,Temperature breach,9/15/2025,3,33.33%,0,0,0
S003,Real Canadian - North,Ontario,SKU0004,479238749482,Frozen,Frozen Meals,14.27,33.25,119.00,26.00,65.00,0.00,79.00,1.00,14.27,Process Error,Scan error,10/27/2025,9,1.54%,0,0,0
S002,Fortinos - West,Ontario,SKU0239,404456489206,Health & Beauty,Razors,18.75,29.5,60.00,22.00,36.00,0.00,46.00,0.00,0,None,None,9/8/2025,2,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0290,409132088418,Health & Beauty,Toiletries,12.18,24.83,13.00,15.00,4.00,0.00,24.00,0.00,0,None,None,9/15/2025,3,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0277,467411183547,Seafood,Smoked Seafood,31.77,71.64,17.00,21.00,5.00,0.00,32.00,1.00,31.77,Vendor Shortage,Short delivery,9/8/2025,2,20.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0369,462321587590,Bakery,Deli Bread,40.53,72.53,72.00,13.00,18.00,0.00,58.00,9.00,364.77,Theft,Customer theft,10/27/2025,9,50.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0240,479296742767,Meat,Prepared Meat,27.94,62.29,27.00,19.00,3.00,0.00,42.00,1.00,27.94,Process Error,Receiving error,10/20/2025,8,33.33%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0181,460624192275,Health & Beauty,Baby Formula,48.16,66.6,22.00,16.00,4.00,1.00,35.00,0.00,0,None,None,9/15/2025,3,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0357,492632914992,Grocery,Cereal,37.99,54.26,25.00,21.00,5.00,0.00,41.00,0.00,0,None,None,10/27/2025,9,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0252,427858321486,Bakery,Cakes,11.71,16.15,5.00,15.00,1.00,0.00,17.00,2.00,23.42,Spoilage,Past sell-by,10/13/2025,7,200.00%,0,1,0
S003,Real Canadian - North,Ontario,SKU0330,442273653396,Grocery,Snacks,29.89,55.58,68.00,28.00,23.00,0.00,72.00,1.00,29.89,None,None,9/1/2025,1,4.35%,0,0,0
S003,Real Canadian - North,Ontario,SKU0042,452246718600,Frozen,Frozen Meals,0.61,1.04,78.00,14.00,13.00,0.00,79.00,0.00,0,None,None,9/22/2025,4,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0227,451849169443,General Merchandise,Seasonal,43.16,54.17,44.00,24.00,16.00,0.00,52.00,0.00,0,None,None,9/8/2025,2,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0116,467390653983,General Merchandise,Batteries,32.47,59.68,69.00,28.00,9.00,0.00,88.00,0.00,0,None,None,11/17/2025,12,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0003,428180332966,Bakery,Bread,35.94,75.9,34.00,24.00,9.00,0.00,43.00,6.00,215.64,Process Error,Mislabeling,10/13/2025,7,66.67%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0265,447595132940,Grocery,Snacks,11.61,18.74,46.00,26.00,14.00,0.00,58.00,0.00,0,None,None,11/3/2025,10,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0310,408711797819,Grocery,Canned,2.75,5.59,95.00,24.00,58.00,0.00,60.00,1.00,2.75,Process Error,Counting error,11/10/2025,11,1.72%,0,0,0
S002,Fortinos - West,Ontario,SKU0220,484042174382,Dairy,Yogurt,4.71,5.97,59.00,28.00,32.00,0.00,54.00,1.00,4.71,Process Error,Scan error,10/20/2025,8,3.13%,0,0,0
S003,Real Canadian - North,Ontario,SKU0321,478233449574,Health & Beauty,Cosmetics,17.97,22.74,28.00,15.00,8.00,0.00,35.00,0.00,0,None,None,9/8/2025,2,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0383,469321354455,Bakery,Bread,49.68,74.74,47.00,22.00,21.00,0.00,43.00,5.00,248.4,Process Error,Counting error,11/17/2025,12,23.81%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0200,411792542585,General Merchandise,Kitchenware,24.07,53.23,30.00,16.00,7.00,0.00,39.00,0.00,0,None,None,9/1/2025,1,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0068,490295951195,Bakery,Pastries,10.06,16.37,17.00,13.00,1.00,-2.00,24.00,3.00,30.18,Process Error,Mislabeling,10/20/2025,8,300.00%,0,1,0
S003,Real Canadian - North,Ontario,SKU0207,489562062829,Meat,Beef,32.72,71.97,27.00,23.00,14.00,0.00,35.00,1.00,32.72,Spoilage,Expired,10/20/2025,8,7.14%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0096,457006823094,Health & Beauty,Cosmetics,24.54,41.85,12.00,25.00,2.00,0.00,35.00,0.00,0,None,None,11/17/2025,12,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0081,433290884804,Grocery,Canned,33.8,50.43,47.00,14.00,11.00,2.00,51.00,1.00,33.8,Theft,Organized retail crime,9/15/2025,3,9.09%,0,0,0
S003,Real Canadian - North,Ontario,SKU0097,475687017337,Frozen,Frozen Vegetables,1.83,3.13,5.00,25.00,1.00,-1.00,28.00,0.00,0,None,None,10/13/2025,7,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0080,439018899720,Seafood,Smoked Seafood,26.01,52.61,49.00,30.00,20.00,0.00,55.00,4.00,104.04,Process Error,Scan error,11/10/2025,11,20.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0343,439283815829,General Merchandise,Cleaning,2.58,6.3,105.00,19.00,43.00,0.00,80.00,1.00,2.58,Theft,Customer theft,9/1/2025,1,2.33%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0093,406080704047,Grocery,Beverages,10.74,18.75,66.00,22.00,22.00,0.00,65.00,1.00,10.74,None,None,10/13/2025,7,4.55%,0,0,0
S003,Real Canadian - North,Ontario,SKU0028,467258117644,Seafood,Fresh Fish,47.37,67.01,24.00,26.00,5.00,0.00,43.00,2.00,94.74,Spoilage,Expired,11/17/2025,12,40.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0374,449050081052,Seafood,Smoked Seafood,49.65,84.27,63.00,23.00,13.00,2.00,72.00,3.00,148.95,Theft,Employee theft,11/10/2025,11,23.08%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0116,467390653983,General Merchandise,Batteries,32.47,59.68,52.00,21.00,24.00,0.00,49.00,0.00,0,None,None,11/10/2025,11,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0048,456186690900,Produce,Citrus,33.04,63.93,5.00,20.00,2.00,0.00,21.00,2.00,66.08,Spoilage,Expired,9/1/2025,1,100.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0225,439752153596,Produce,Apples,16.74,20.26,29.00,25.00,12.00,0.00,39.00,3.00,50.22,Spoilage,Damaged,9/22/2025,4,25.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0343,439283815829,General Merchandise,Cleaning,2.58,6.3,44.00,11.00,14.00,0.00,41.00,0.00,0,None,None,10/27/2025,9,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0167,492624955739,General Merchandise,Cleaning,39.73,56.46,9.00,15.00,2.00,0.00,22.00,0.00,0,None,None,9/1/2025,1,0.00%,0,0,0
